Series Name,Series Code,Country Name,Country Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.710794593061376,0.836180864297766,0.767241774760276,0.577957276814842,0.518321452985646,0.396331436697806,0.211997784117548,0.525199940498775,0.505234032920336,0.759316681850927,0.514682827535803,0.49822508440111,0.768971758582589,0.525713660600414,0.455218622164662,0.628149861433639,0.527288497407793,0.396851823381145,0.280968018301691,0.433519027613049,0.347874968577526
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,-10.9551494210987,-3.58212764518173,0.0678593232934242,0.0679307931245331,0.0678846785222277,0.0678386264869726,0.0679098853744036,0.803200285953362,0.803261832927916,0.803213477569189,0.803171844793122,0.803248961277754,0.859067492317545,0.895254757473813,0.607467946683114,-0.294473630866066,-1.3649323381159,-0.596734073866868,0.753584842739213,0.33901096210321,-0.457730006092952
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,3.13163021635058,3.01539399732843,2.89193287688669,2.7577620921541,2.61011184898608,2.44313720641219,3.73359223835884,5.56835432784763,5.88896046397853,5.59158488996994,5.31183453845195,5.15215597247121,6.588978450283,7.67642810205362,7.15682472094729,3.10674056152789,3.83756936489801,3.50280908539676,1.87988170001332,4.55608227002645,2.82985240186539
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,1.48607226256731,1.19112592398474,0.948856613551314,0.917899316903102,1.0484449238834,1.21010542490902,1.12786445855189,1.07505129401544,0.953586964300523,0.950220144755314,1.20726564406139,1.19286442880631,1.21689072909974,1.66523655939962,1.98473866725772,2.0061078993716,2.05902596620676,2.0372244221997,1.93364715643057,1.99032207024617,2.08787614010317
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,1.75945208519293,1.68600720393729,1.62285673222063,1.55306898212099,1.46904422700425,1.38084411454621,1.45948723125249,1.58692257953256,1.58087153393389,1.55232447601189,1.52146861670776,1.4894787970459,1.45859508479977,1.43097327467587,1.40264986092754,1.36491228821043,1.42395616494124,1.51981369057872,1.53436449506028,1.51870726808495,1.49540481526456
Population growth (annual %),SP.POP.GROW,Latvia,LVA,-0.813961203872195,-0.963935407092365,-1.29148694354873,-1.1618382239436,-0.966400801237561,-1.09131295557421,-1.08057145691172,-0.91727295748817,-0.816175506582982,-1.0509395443743,-1.65102496759116,-2.08130508988111,-1.82076700208005,-1.24035915329271,-1.07103480329077,-0.941743354234222,-0.818626340945853,-0.913885332226604,-0.886215573292392,-0.779138396192231,-0.695239140136066
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,1.69033936841079,1.6480313517987,1.57429758089142,1.30076237598121,1.29904469608094,1.54172773032086,1.48078594660326,1.64097999986534,1.88355982920981,1.60884613336982,1.29127979774658,0.898071621012191,0.98111944066669,2.60752084121081,9.22649612823576,9.97196954242858,1.96637326864653,-2.2172797902348,-2.4155210315248,-2.62721254105458,-2.87986589552119
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,0.432375301790158,0.219741612882212,0.0421699997470092,-0.0970226047692506,-0.22573259882656,-0.384374749020571,-0.401735875452327,-0.0325729277343265,0.337605696087044,0.580575262050289,0.707013588718218,0.673528482706333,0.735394495013464,0.832817872899488,0.931108535565663,1.02193622193702,1.10491438799432,1.18953362244047,1.2397919001165,1.25441313204544,1.25167812193172
Population growth (annual %),SP.POP.GROW,Liberia,LBR,5.54645423394803,3.71130059206802,2.94136849764656,2.61344806491648,0.799708513941131,1.20092557138433,4.50463673233063,5.62739999338956,5.00498279274666,4.07646036851064,3.15228963928178,2.89962727401251,3.93153710180299,3.53829805549154,2.18235448876975,2.05859453753694,2.03541363752766,2.01259665687601,1.90548944068251,1.91539593694733,1.94236198013985
Population growth (annual %),SP.POP.GROW,Libya,LBY,1.53477077626055,1.89556266562551,2.32259340851935,2.4232450219976,2.50863381723218,2.58107591705621,2.61040132087158,2.29252154954785,2.05147873321277,2.12887841520837,2.09437470204341,2.05103928741641,-4.79355371289299,-5.28007770057696,1.94607768885519,1.86288826279856,1.53739411600028,1.4423513120791,1.5175888785251,1.54843762620192,1.39951441440416
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,1.31164599373427,1.25228247927372,1.05419487775652,0.945302183064675,0.907042396715275,0.878482955573281,0.879502933541775,0.823120977302667,0.745302497633524,0.711545007164178,0.771009503458442,0.701110398374398,0.729393790471232,0.869403225669288,0.821163785495365,0.784827172615701,0.695762433860479,0.677661202777028,0.741744903878247,0.767717718370254,0.78525898208049
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,-0.709489234071613,-0.703385440488978,-0.824008723044179,-0.802765710748508,-0.812278097406687,-1.12299127483243,-1.62840112593427,-1.59637831830094,-1.187947957259,-1.02848317546539,-1.11034575437238,-2.09694341985475,-2.25846389882827,-1.34120198821595,-1.01200736818103,-0.859827343070249,-0.940753796646208,-1.27069453298857,-1.39832220092102,-0.954190459209969,-0.264704354944785
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,1.35062128530242,1.34408299573143,1.19045634528707,1.04766081596443,1.21520087964639,1.42133256471314,1.53005466340868,1.59505191774492,1.54438684650549,1.78749663225793,1.85177523043645,1.8254058035237,2.22266050326725,2.40154189982875,2.31117625275217,2.35697870484045,2.35995118136865,2.15531198799205,2.43097641776115,1.92883751398765,1.9628449198635
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,1.59710795273744,1.4877568229253,1.65924602742688,2.3725582288621,2.8215044674889,2.77099628005097,2.71551761234388,2.67441293965373,2.64802980741037,2.62527907737455,2.60877302924839,2.5950318244663,2.42961521187371,2.0391269983749,1.80391580287387,1.80257581895543,1.81601604156179,1.84379989293183,1.88435643808871,1.92034437176829,1.92636052888412
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,0.478003427125101,0.455448702114895,0.420168685369998,-0.726260079023056,0.326964187374614,0.284333738311281,0.211874117661892,0.165461471818753,0.16313293218841,0.163258078088837,0.18415802473701,0.21107377513823,0.171871346437471,0.121614265751721,0.144870083488649,0.166476984005751,0.133165884651483,0.109300286352773,0.0970341952851146,0.0826362901268217,0.022971838409121
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,3.0985230327836,3.03990100767654,2.99623070466098,2.96156859041379,2.93341631578179,2.9270346495312,2.92328568439833,2.92675246207207,2.92652452166253,2.91149152987358,2.8994727895916,2.86594914827117,2.80016501090231,2.72814099743688,2.67158913972617,2.6271377711217,2.58818714317603,2.58601148442291,2.58416485189804,2.55407704067255,2.52531662828285
Population growth (annual %),SP.POP.GROW,Malawi,MWI,2.22524077408069,2.30093521781424,2.3710066148072,2.45406914818211,2.54253905729233,2.64004024351051,2.736342194188,2.80345816457226,2.83448193292953,2.87740603419066,2.90572339354206,2.89150573052371,2.86427704641241,2.83256555379816,2.80676296771096,2.78881323875244,2.75911370133102,2.71781408401004,2.69546636843743,2.68556142714987,2.68285756018368
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,2.52672176362693,2.54459366705921,2.57014353027485,2.51634742159783,2.44260643657749,2.3720084635771,2.30336382151543,2.23485955352487,2.17608980403121,2.08818532017883,1.97892341382596,1.75828740323151,1.61104342924472,1.61813131846729,1.58743980435977,1.55301827143161,1.49940972361564,1.4620698661924,1.41536933264598,1.31563682048248,1.24151463105699
Population growth (annual %),SP.POP.GROW,Maldives,MDV,1.5637011031065,1.56830144656694,1.69071698288354,1.71154334670149,1.67668598570671,1.63811451653174,1.60324404314335,2.37628634213334,3.35435582926146,3.55228895579949,3.54422447127984,3.52915551848168,3.49620875437484,3.43849123867636,3.3466404024458,3.91748340604239,4.42253409157761,4.19690422374828,3.92628779480377,3.59964034794787,2.96723053964137
Population growth (annual %),SP.POP.GROW,Mali,MLI,2.75368243522379,2.90782929642605,3.02107830973822,3.13442055916044,3.20676010440896,3.26662811589565,3.30546040144123,3.30569182799157,3.30208691127537,3.28476390707979,3.2555744003116,3.2497394697786,3.23481196285064,2.91810874359862,2.92004450187922,3.17067551792802,3.14674716699948,3.1904414229907,3.21640725807966,3.17485008918529,3.12666991376831
Population growth (annual %),SP.POP.GROW,Malta,MLT,0.592860773979805,0.645267230900854,0.75110649818537,0.745506921127166,0.657732334391546,0.67162845452858,0.637436918202842,0.364336947162944,0.348755082369901,0.650655460565174,0.753906931031973,0.49118281065151,0.423700885195294,0.899209211902256,1.4040502758129,1.9967544083193,2.38639536345808,2.28861544064371,2.73866285589301,3.49195540302534,3.93135631850717
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,1.25237622597643,0.721837704584486,0.347948103651383,0.152420857906842,-0.00550514272221927,-0.106492371991223,-0.180193480890142,-0.237689549465288,-0.314099624496591,-0.411668206131852,-0.415235819000647,-0.330813597773069,-0.836573256679686,-1.46046294872198,-1.64360804920741,-1.83357958458324,-2.0215255305986,-2.21210382968728,-2.39133636341706,-2.5716193468544,-2.78025337337267
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.71176862308068,2.79918208413242,2.4491651403647,2.14496344480591,2.16038855352539,2.16989899804321,2.20803458075482,2.26047186619935,2.31869406123366,2.49989376010022,2.72380028814205,2.87305118502029,3.01844276057634,3.12478900195865,2.89612211417799,2.64221126030642,2.64595710222511,2.64252802228661,2.63352411058118,2.62618780349529,2.6146547551014
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,1.27124855157122,0.982676166064297,0.790047581068153,0.694240135210974,0.723661765578573,0.627103982385528,0.592099659929956,0.466403525955087,0.455526400702738,0.361630847401639,0.265537672832765,0.237886692890185,0.160140420765724,0.277321025514609,0.242165626741126,0.181022097854624,0.132404330287967,0.0687082325715694,0.0901672663767558,0.0545354541381391,0.0322330642925213
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.64054838334199,1.58455078746177,1.54194113014521,1.52045522318023,1.48740053113001,1.4696529746789,1.42951167105736,1.36053857389621,1.31623681916458,1.26753574174522,1.23674369230562,1.32657895725526,1.4276397653994,1.39661546186197,1.317160792789,1.2414667155537,1.16700884975484,1.13323428792033,1.08042073770937,0.951668643927897,0.860265089734684
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,0.119311952075623,0.152297026498527,0.213720197420152,0.0392962405699845,-0.167115773241494,-0.328790000684937,-0.447886780617126,-0.577652222559237,-0.699624839506227,-0.758815202826041,-0.772033459891083,-0.259914003442924,0.277526573301423,0.319268822321146,0.347720569318122,0.381376448431569,0.400941558500249,0.422085800331518,0.45835209921657,0.450852095694507,0.404844283265269
Population growth (annual %),SP.POP.GROW,Moldova,MDA,-0.157010551960425,-0.203371722054682,-0.223625637302563,-0.231580062051396,-0.281602495320467,-0.247447154059097,-0.243318711825946,-0.277922768195992,-0.231718324871942,-0.190349156188775,-0.12626339171085,-0.0998329740168972,-0.0578362648793712,-0.0131095435392298,-0.0267837694756349,-0.0609720602101012,-0.767049559673864,-1.16302237797705,-1.72705846625605,-1.75700442074845,-1.60031653578231
Population growth (annual %),SP.POP.GROW,Monaco,MCO,0.572730386196825,0.218936549624527,-0.0647059752351783,-0.178929555681925,-0.216376703381685,-0.24786231551975,-0.295136676013591,-0.405287997089734,-0.589029493886293,0.122477835833443,1.6775209368822,2.36977191505581,2.28545620835272,2.19981191992032,2.06780986239305,1.91520497126224,1.78404621981199,0.842469530267675,-0.0728597482140499,-0.0405005878121066,0.0135020185722688
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,0.965740134380102,0.921869510816351,0.878309644537485,0.886457738285741,0.87155573049131,0.850550681669034,0.83599259855571,0.855447793558829,0.940879931171425,1.07812241088145,1.23859259914584,1.33380431981013,1.52094437973029,1.74890622320901,1.87336676028775,2.00668670836189,2.11086627913691,2.16233694829923,2.17049015538793,2.17135597977155,2.13999709629328
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,-0.4193256157655,-0.0279740186992493,0.402363248322291,0.400750772330341,0.399151168806326,0.177216475615812,0.147929262061512,0.12429981279666,0.138110347731053,0.177475866720179,0.214529295893828,0.183239906425096,0.10504177223011,0.0841474080023094,0.097599636675676,0.0970220113323688,0.0561107244885728,0.0231425307711559,0.011247907097728,-0.0234613531527775,-0.0319870125812963
Population growth (annual %),SP.POP.GROW,Morocco,MAR,1.37640231495404,1.33056292746569,1.30709067761953,1.27670558488657,1.21926266518875,1.2458784781145,1.31905268782034,1.30947924386268,1.28772191974814,1.28003720148764,1.28110624620562,1.30835154510463,1.34266554348538,1.35377246657382,1.34423384293623,1.3080629397791,1.25305827289905,1.22317023430594,1.1916294240897,1.1178970270223,1.04358412669917
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,2.42092868728063,2.45330550582502,2.51316804647212,2.56940314170631,2.59669251607104,2.6114744795382,2.5897761215382,2.5637800990406,2.59213192117964,2.62064294405699,2.66980274555,2.79982093572927,2.93267756135951,3.01461029926612,3.07273916417179,3.0689338689503,3.04301971715626,3.12915549916881,3.1031851393148,2.94688715052533,2.88656653514774
Population growth (annual %),SP.POP.GROW,Myanmar,MMR,1.17344755282764,1.09671263838614,1.0409216084204,1.00634119882684,0.95084548671382,0.878726142111789,0.812150802847322,0.759407839480453,0.740412549138029,0.584181978347596,0.585912068881096,0.7624548830356,0.81369995783056,0.847223411648512,0.852912565826152,0.833860100341235,0.802515042929721,0.790127200535222,0.760205959612812,0.719693108790769,0.70799909760206
Population growth (annual %),SP.POP.GROW,Namibia,NAM,2.40883758441721,2.27194936669291,2.02757940882814,1.71558953640231,1.41434290218581,1.24422104996521,1.20234000182313,1.19983522844956,1.2473242341721,1.33630166361813,1.4303035696071,1.5047354003649,1.56298266563295,1.63406204857906,1.69446732352455,1.73094393878771,1.75460038083267,1.76502653275581,1.75699918544662,1.72516455160384,1.68846817343864
Population growth (annual %),SP.POP.GROW,Nauru,NRU,0.0578034698175382,-0.0578034698175388,-0.135004842106115,-0.115863680046712,-0.0676491932056878,-0.0870448335824672,-0.164625031127357,-0.232874159189534,-0.262633291373521,-0.234032286243007,-0.097675334977918,0.0781478988682006,0.409277515375299,1.55356045898291,2.36551856896574,2.27429604672952,2.21477979482578,2.22801188569867,2.11954818190381,2.05039801977074,1.72934140105098
Population growth (annual %),SP.POP.GROW,Nepal,NPL,1.83855256851984,1.70977588565454,1.6018374486186,1.49583260634063,1.37502669708874,1.24233141085399,1.07535927644443,0.885774450092644,0.731449423498353,0.626509658660505,0.539422885134866,0.496881283325948,0.385214210038506,0.235525469173116,0.185921856916927,0.293747924382451,0.538270619899636,0.90447404681918,1.14995372279388,1.1405493652354,1.13635160669166
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.665493187073143,0.714770362784392,0.754840057734904,0.638291666268526,0.471814398788212,0.347475412048658,0.23366314793854,0.160613668857538,0.217521601194242,0.389292461499527,0.514284544827762,0.512923100553586,0.466428782200821,0.370055034770235,0.294820793441482,0.359828172726548,0.443220089035769,0.532178879608489,0.591203366164118,0.583933408920832,0.65507157480522
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,1.89876220974421,1.90137437804069,1.9017932212971,1.89881141880703,1.70376514357719,1.52146109806749,1.51846735383173,1.49575438196191,1.47371088194967,1.45230768383707,1.30961560699145,1.53321542873142,1.82508537401111,1.81167904307637,1.77944042769409,1.65510642970682,0.524642605415484,0.281648570411144,0.218102594636015,0.1328462500256,0.0258107337212034
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,0.525484536213216,0.587564086381346,0.589286034969052,1.73717486434422,1.97355854434158,1.48621908244575,1.12877350967992,1.21898486028427,0.932407687512324,0.848701402422591,0.999728031208421,1.1117260560215,0.762479795105218,0.548220797298334,0.768347998194806,1.66101200071152,2.0360339086492,2.24603210015584,2.08872272281936,1.79124016759035,1.59115889619722
